prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
laboratory_test_name,"Cholesterol, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cholesterol, Total, Fasting, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromogranin A, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromogranin A, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromosome 17 Expression, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromosome 3 Expression, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromosome 7 Expression, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromosome 9p21 Expression, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Chromosome hematologic, Bone Marrow",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Clean Catch Culture, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Clostridium tetani toxoid Antibody, IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Clot Retraction, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Clotting Time, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"CMV PCR Quantitative Log 10, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"CO2 (Carbon Dioxide), Exhaled Gas",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"CO2, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Coarse Granular Casts, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Color, Cerebrospinal Fluid",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Color, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Complement, C3, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Complement, C4, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Copper, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Copper, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Corticosterone, Mass Spectrometry, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol 1, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol 2, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol 3, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cortisol, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatine Kinase (CK), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatine Phosphokinase (CPK), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine Clearance (CrCl), Cockcroft-Gault, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine Clearance, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Creatinine, Spot or Timed Sample, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Crystrals, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Culture, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Culture, Cerebrospinal Fluid",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Culture, Respiratory Virus, Nasopharynx",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Culture, Sputum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Culture, Stool",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"CXCL9, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cyclic Citrullinated Peptide (CCP), Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cyclosporine, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cystatin C, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytokeratin Fragments 21-1, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus (CMV) Antibody, IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus (CMV) Antibody, IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus (CMV) Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus (CMV) Antigenemia, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus (CMV), Polymerase Chain Reaction (PCR), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus, DNA, Polymerase Chain Reaction, Cerebrospinal Fluid",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus, DNA, Polymerase Chain Reaction, Throat",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Cytomegalovirus, DNA, Polymerase Chain Reaction, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"D-dimer, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dako EGFR Pharmdx Immunohistochemical Labeling, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dehydroepiandrosterone (DHEA), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dehydroepiandrosterone, Sulfate, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Denosumab, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"DIFFERENTIAL Neutrophils, %",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffuse Cytoplasmic Anti-Neutrophil Cytoplasmic Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusing Capacity % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusing Capacity to Alveolar Ventilation Ratio %, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusing Capacity to Alveolar Ventilation Ratio, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusion Capacity Carbon Monoxide (DL) Adjusted, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusion Capacity Carbon Monoxide (DL) Adjusted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diffusion Capacity, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dihydrotestosterone, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Diphtheriae Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Diptheria vaccine titer,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Direct Antiglobulin Test (Coombs), Red Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"DNA-TCR B Chain, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dopamine, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Dopamine, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Double Negative T (DNT) Cells, #, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Double Negative T (DNT) Cells, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Double Strand DNA (DSDNA) Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"EBV PCR Quantitative Log 10, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"EGFR vXXI Immunohistochemical Labeling, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Endoxifen, Serum/Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Endoxifen, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Eosinophil,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Eosinophilic Myelocytes, %, Bone Marrow",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Eosinophils, #, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Eosinophils, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epidermal Growth Factor Receptor (EGFR) Mutation, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epinephrine, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epinephrine, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein Barr Virus (EBV) Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein Barr Virus (EBV) Nuclear Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein Barr Virus (EBV), Heterophile, IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein-Barr Virus (EBV) Early Antigen, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein-Barr Virus (EBV), DNA, #, Polymerase Chain Reaction (PCR), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein-Barr Virus (EBV), IgM , Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein-Barr Virus (EBV), Nuclear Antibody, IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Epstein-Barr Virus (EBV), Nuclear Antibody, IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Erythrocyte Sedimentation Rate (ESR), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Erythropoietin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Estimated Creatinine Renal Clearance, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Estimated GFR (eGFR), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Estimated Glomerular Filtration Rate,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Estradiol, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Estradiol, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Estrogen Receptor (ER), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Expiratory Reserve Volume (ERV), % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Expiratory Reserve Volume (ERV), Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Expiratory Volume, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Extractable Nuclear Antigens (ENA) Screen, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"FAB Marrow Rating, Bone Marrow",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Felbamate, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Ferritin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fetal Hemoglobin, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"FEV1 to FVC Predicted Ratio, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"FEV1 to FVC Ratio, Post, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"FEV1 to FVC Ratio, Pre, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"FEV1 to FVC Ratio, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fibrin Degradation Products (FDP), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fibrinogen, Auto, Platelet Poor Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fibrinogen, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fibrinogen, Fibrometer, Platelet Poor Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fine Granular Casts, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fluorescent Activated Cell Sorting (FACS) Lymphoid Cells, #, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Folate, Red Blood Cell",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Folate, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Follicle Stimulating Hormone (FSH), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Flow (FEF), during midportion of expiratory cycle, Post, % Change, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Flow (FEF), during midportion of expiratory cycle, Post, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Flow (FEF), during midportion of expiratory cycle, Post, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Flow (FEF), during midportion of expiratory cycle, Pre, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Flow (FEF), during midportion of expiratory cycle, Pre, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Technique (FET), 100%, Post, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Technique (FET), 100%, Pre, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1) Slope, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1), Post, % Change, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1), Post, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1), Post, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1), Pre, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume 1 Second (FEV1), Pre, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Expiratory Volume, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC) % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Post, % Change, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Post, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Post, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Pre, % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Pre, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (FVC), Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Forced Vital Capacity (Maximum), Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Fosphenytoin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Functional Residual Capacity (FRC), % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Functional Residual Capacity, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Fungitell (Beta-D-Glucan) Assay Qualitative Blood,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Fungitell (Beta-D-Glucan) Assay Quantitative Blood,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Gabapentin,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gamma Globulin, %, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gamma Globulin, Electrophoresis, Random Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gamma Globulin, Electrophoresis, Timed Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gamma Globulin, Protein Electrophoresis, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gamma Glutamyl Transferase (GGT), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Gastrin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Globulin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Glomerular filtration rate,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glomerular Filtration Rate, Manual Calculation, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucagon, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose Tolerance Test (GTT), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, CSF",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Estimated Average, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Fasting, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Non-fasting, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Quantitative, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Glucose-6-Phosphate Dehydrogenase (G6PD), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"GMCSF, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,H. influenza vaccine titer,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Haptoglobin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Helicobactor Pylori Antibody, IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hematocrit, %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hemoglobin (Hgb) A1C, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hemoglobin, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hemoglobin, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis A Virus Antibody (HAV), IgA, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis A Virus Antibody (HAV), IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis A Virus Antibody (HAV), IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis A Virus Antibody (HAV), Total, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Core (HBC) Antibody, IgG and IgM Total, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Core (HBC) Antibody, IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Core Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Surface Antigen, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,Hepatitis B vaccine titer,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Viral Load (HBV), DNA, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Virus Surface Antibody, Qualitative, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Virus Surface Antibody, Quantitative, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Virus Surface Antigen, Qualitative, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis B Virus Surface Antigen, Quantitative, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis Be Antigen, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis C Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis C Virus (HCV) Viral Load, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis C Virus, RNA, Quantitative, Copies/mL, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis C Virus, RNA, Quantitative, IU/mL, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hepatitis C Virus, RNA, Reverse Transcriptase (RT), Polymerase Chain Reaction (PCR), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HER2/neu (Human Epidermal Growth Factor Receptor), FISH, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HER2/neu (Human Epidermal Growth Factor Receptor), IHC, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HER2/neu (Human Epidermal Growth Factor Receptor), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Herpes Simplex Virus (HSV) 1/2, IgM, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Herpes Simplex Virus 1 (HSV1) IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Herpes Simplex Virus 2 (HSV2) IgG, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HHV6, Log 10, PCR, Quantitative, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HHV6B, PCR, Quantitative, CSF",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"High Density Lipoprotein, Cholesterol, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Histamine, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV (Human Immunodeficiency Virus) 1/2 Plus O, Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV Viral Load, Cerebrospinal Fluid",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV Viral Load, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV-1 Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV-2 Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV1 Log Viral Load, Polymerase Chain Reaction (PCR), Cerebrospinal Fluid",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV1 Log Viral Load, Polymerase Chain Reaction (PCR), Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV1, Hepatitis C Virus (HCV), Hepatitis B Virus (HBV), Nucleic Acid Testing (NAT), Donor, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HIV1, Nucleic Acid Testing (NAT), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA A Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA Antibody Screen, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA B Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA Cw Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DQB1 Antigen, High Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DQB1 Antigen, Low Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DQB1 Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DR Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DRB Antigen, High Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DRB Antigen, Low Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
